schemaVersion,recordType,source_name,source_url,title,authors,paper_url,github_url,github_stars,published_date,collectedAt
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.12104v1,A Deep Reinforcement Learning Approach for Ramp Metering Based on Traffic Video Data,Bing Liu; Yu Tang; Yuxiong Ji; Yu Shen; Yuchuan Du,http://arxiv.org/abs/2012.12104v1,,0,2020-12-09T05:08:41Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.13026v1,Rethink AI-based Power Grid Control: Diving Into Algorithm Design,Xiren Zhou; Siqi Wang; Ruisheng Diao; Desong Bian; Jiahui Duan,http://arxiv.org/abs/2012.13026v1,,0,2020-12-23T23:38:41Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.13293v1,Fuzzy Commitments Offer Insufficient Protection to Biometric Templates Produced by Deep Learning,Danny Keller; Margarita Osadchy; Orr Dunkelman,http://arxiv.org/abs/2012.13293v1,,0,2020-12-24T15:28:33Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.13315v1,Generalization in portfolio-based algorithm selection,Maria-Florina Balcan; Tuomas Sandholm; Ellen Vitercik,http://arxiv.org/abs/2012.13315v1,,0,2020-12-24T16:33:17Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.13391v2,"I like fish, especially dolphins: Addressing Contradictions in Dialogue Modeling",Yixin Nie; Mary Williamson; Mohit Bansal; Douwe Kiela; Jason Weston,http://arxiv.org/abs/2012.13391v2,,0,2020-12-24T18:47:49Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.12447v1,Skeleton-based Approaches based on Machine Vision: A Survey,Jie Li; Binglin Li; Min Gao,http://arxiv.org/abs/2012.12447v1,,0,2020-12-23T02:03:37Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.12634v1,Overview of FPGA deep learning acceleration based on convolutional neural network,Simin Liu,http://arxiv.org/abs/2012.12634v1,,0,2020-12-23T12:44:24Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.11903v1,Modelling Human Routines: Conceptualising Social Practice Theory for Agent-Based Simulation,Rijk Mercuur; Virginia Dignum; Catholijn M. Jonker,http://arxiv.org/abs/2012.11903v1,,0,2020-12-22T10:06:47Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.13569v1,Dynamic-K Recommendation with Personalized Decision Boundary,Yan Gao; Jiafeng Guo; Yanyan Lan; Huaming Liao,http://arxiv.org/abs/2012.13569v1,,0,2020-12-25T13:02:57Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.12718v1,Compliance Generation for Privacy Documents under GDPR: A Roadmap for Implementing Automation and Machine Learning,David Restrepo Amariles; Aurore Clément Troussel; Rajaa El Hamdani,http://arxiv.org/abs/2012.12718v1,,0,2020-12-23T14:46:51Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.13666v1,PaXNet: Dental Caries Detection in Panoramic X-ray using Ensemble Transfer Learning and Capsule Classifier,Arman Haghanifar; Mahdiyar Molahasani Majdabadi; Seok-Bum Ko,http://arxiv.org/abs/2012.13666v1,,0,2020-12-26T03:00:35Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.13677v1,Toward Compact Data from Big Data,Song-Kyoo; Kim,http://arxiv.org/abs/2012.13677v1,,0,2020-12-26T04:45:40Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.13779v1,Towards sample-efficient episodic control with DAC-ML,Ismael T. Freire; Adrián F. Amil; Vasiliki Vouloutsi; Paul F. M. J. Verschure,http://arxiv.org/abs/2012.13779v1,,0,2020-12-26T16:38:08Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2012.14005v1,Neural document expansion for ad-hoc information retrieval,Cheng Tang; Andrew Arnold,http://arxiv.org/abs/2012.14005v1,,0,2020-12-27T20:00:08Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.07934v2,Devil is in the Edges: Learning Semantic Boundaries from Noisy Annotations,David Acuna; Amlan Kar; Sanja Fidler,http://arxiv.org/abs/1904.07934v2,,0,2019-04-16T19:16:57Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.08010v1,How to define co-occurrence in different domains of study?,Mathieu Roche,http://arxiv.org/abs/1904.08010v1,,0,2019-04-16T23:16:56Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1905.02810v1,Decision Making with Machine Learning and ROC Curves,Kai Feng; Han Hong; Ke Tang; Jingyuan Wang,http://arxiv.org/abs/1905.02810v1,,0,2019-05-05T08:01:23Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1905.02845v1,Feature Selection and Feature Extraction in Pattern Analysis: A Literature Review,Benyamin Ghojogh; Maria N. Samad; Sayema Asif Mashhadi; Tania Kapoor; Wahab Ali,http://arxiv.org/abs/1905.02845v1,,0,2019-05-07T23:41:34Z,2026-08-11T09:09:01.434743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1905.01984v1,AI-Powered Text Generation for Harmonious Human-Machine Interaction: Current State and Future Directions,Qiuyun Zhang; Bin Guo; Hao Wang; Yunji Liang; Shaoyang Hao,http://arxiv.org/abs/1905.01984v1,,0,2019-05-01T23:26:38Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1905.02019v1,Conditioning LSTM Decoder and Bi-directional Attention Based Question Answering System,Heguang Liu,http://arxiv.org/abs/1905.02019v1,,0,2019-05-02T01:07:20Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1905.03362v1,2-bit Model Compression of Deep Convolutional Neural Network on ASIC Engine for Image Retrieval,Bin Yang; Lin Yang; Xiaochun Li; Wenhan Zhang; Hua Zhou,http://arxiv.org/abs/1905.03362v1,,0,2019-05-08T21:48:42Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1905.03427v1,Variable Neighborhood Search for the Bin Packing Problem with Compatible Categories,Luiz F. O. Moura Santos; Hugo T. Y. Yoshizaki; Claudio B. Cunha,http://arxiv.org/abs/1905.03427v1,,0,2019-05-09T03:14:15Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1905.02941v1,Robust Federated Training via Collaborative Machine Teaching using Trusted Instances,Yufei Han; Xiangliang Zhang,http://arxiv.org/abs/1905.02941v1,,0,2019-05-08T07:27:04Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1905.02234v2,Image Matters: Scalable Detection of Offensive and Non-Compliant Content / Logo in Product Images,Shreyansh Gandhi; Samrat Kokkula; Abon Chaudhuri; Alessandro Magnani; Theban Stanley,http://arxiv.org/abs/1905.02234v2,,0,2019-05-06T18:35:28Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.12059v1,ARCHANGEL: Tamper-proofing Video Archives using Temporal Content Hashes on the Blockchain,Tu Bui; Daniel Cooper; John Collomosse; Mark Bell; Alex Green,http://arxiv.org/abs/1904.12059v1,,0,2019-04-26T21:59:02Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.13196v1,Semantic Referee: A Neural-Symbolic Framework for Enhancing Geospatial Semantic Segmentation,Marjan Alirezaie; Martin Längkvist; Michael Sioutis; Amy Loutfi,http://arxiv.org/abs/1904.13196v1,,0,2019-04-30T12:44:22Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.07601v3,Relation-Shape Convolutional Neural Network for Point Cloud Analysis,Yongcheng Liu; Bin Fan; Shiming Xiang; Chunhong Pan,http://arxiv.org/abs/1904.07601v3,,0,2019-04-16T11:28:51Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.08109v1,Contextual Aware Joint Probability Model Towards Question Answering System,Liu Yang; Lijing Song,http://arxiv.org/abs/1904.08109v1,,0,2019-04-17T07:16:10Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.08149v2,Bayesian policy selection using active inference,Ozan Çatal; Johannes Nauta; Tim Verbelen; Pieter Simoens; Bart Dhoedt,http://arxiv.org/abs/1904.08149v2,,0,2019-04-17T09:18:07Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.08177v1,Downhole Track Detection via Multiscale Conditional Generative Adversarial Nets,Jia Li; Xing Wei; Guoqiang Yang; Xiao Sun; Changliang Li,http://arxiv.org/abs/1904.08177v1,,0,2019-04-17T10:50:37Z,2026-08-11T09:09:01.435743Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.12635v1,Exploration of Self-Propelling Droplets Using a Curiosity Driven Robotic Assistant,Jonathan Grizou; Laurie J. Points; Abhishek Sharma; Leroy Cronin,http://arxiv.org/abs/1904.12635v1,,0,2019-04-22T22:17:34Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.12848v6,Unsupervised Data Augmentation for Consistency Training,Qizhe Xie; Zihang Dai; Eduard Hovy; Minh-Thang Luong; Quoc V. Le,http://arxiv.org/abs/1904.12848v6,https://github.com/google-research/uda,1140,2019-04-29T17:56:59Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.12901v1,Challenges of Real-World Reinforcement Learning,Gabriel Dulac-Arnold; Daniel Mankowitz; Todd Hester,http://arxiv.org/abs/1904.12901v1,,0,2019-04-29T18:40:15Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1904.13333v1,Coevo: a collaborative design platform with artificial agents,Gerard Serra; David Miralles,http://arxiv.org/abs/1904.13333v1,,0,2019-04-30T15:55:34Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.00805v1,GazeCorrection:Self-Guided Eye Manipulation in the wild using Self-Supervised Generative Adversarial Networks,Jichao Zhang; Meng Sun; Jingjing Chen; Hao Tang; Yan Yan,http://arxiv.org/abs/1906.00805v1,https://github.com/zhangqianhui/GazeCorrection,589,2019-06-03T13:43:01Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.00872v1,From Words to Sentences: A Progressive Learning Approach for Zero-resource Machine Translation with Visual Pivots,Shizhe Chen; Qin Jin; Jianlong Fu,http://arxiv.org/abs/1906.00872v1,,0,2019-06-03T15:28:48Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01039v1,Neural networks grown and self-organized by noise,Guruprasad Raghavan; Matt Thomson,http://arxiv.org/abs/1906.01039v1,,0,2019-06-03T19:33:39Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01119v1,Analysis and Improvement of Adversarial Training in DQN Agents With Adversarially-Guided Exploration (AGE),Vahid Behzadan; William Hsu,http://arxiv.org/abs/1906.01119v1,,0,2019-06-03T23:31:25Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01121v1,Adversarial Exploitation of Policy Imitation,Vahid Behzadan; William Hsu,http://arxiv.org/abs/1906.01121v1,,0,2019-06-03T23:38:33Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01126v1,Sequential Triggers for Watermarking of Deep Reinforcement Learning Policies,Vahid Behzadan; William Hsu,http://arxiv.org/abs/1906.01126v1,,0,2019-06-03T23:42:44Z,2026-08-11T09:09:01.437119Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01350v2,Rapidly-Exploring Quotient-Space Trees: Motion Planning using Sequential Simplifications,Andreas Orthey; Marc Toussaint,http://arxiv.org/abs/1906.01350v2,,0,2019-06-04T11:23:38Z,2026-08-11T09:09:01.438127Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01374v1,Autonomous Reinforcement Learning of Multiple Interrelated Tasks,Vieri Giuliano Santucci; Gianluca Baldassarre; Emilio Cartoni,http://arxiv.org/abs/1906.01374v1,,0,2019-06-04T12:30:04Z,2026-08-11T09:09:01.438127Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.00744v5,Hierarchical Decision Making by Generating and Following Natural Language Instructions,Hengyuan Hu; Denis Yarats; Qucheng Gong; Yuandong Tian; Mike Lewis,http://arxiv.org/abs/1906.00744v5,,0,2019-06-03T12:28:50Z,2026-08-11T09:09:01.439125Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01407v1,RL4health: Crowdsourcing Reinforcement Learning for Knee Replacement Pathway Optimization,Hao Lu; Mengdi Wang,http://arxiv.org/abs/1906.01407v1,,0,2019-05-24T22:12:02Z,2026-08-11T09:09:01.439125Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01432v1,Knowledge-augmented Column Networks: Guiding Deep Learning with Advice,Mayukh Das; Devendra Singh Dhami; Yang Yu; Gautam Kunapuli; Sriraam Natarajan,http://arxiv.org/abs/1906.01432v1,,0,2019-05-31T21:09:21Z,2026-08-11T09:09:01.439125Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01470v3,Options as responses: Grounding behavioural hierarchies in multi-agent RL,Alexander Sasha Vezhnevets; Yuhuai Wu; Remi Leblond; Joel Z. Leibo,http://arxiv.org/abs/1906.01470v3,,0,2019-06-04T14:18:47Z,2026-08-11T09:09:01.439125Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01504v1,Embedded hyper-parameter tuning by Simulated Annealing,Matteo Fischetti; Matteo Stringher,http://arxiv.org/abs/1906.01504v1,,0,2019-06-04T15:14:36Z,2026-08-11T09:09:01.439125Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1906.01562v2,Privacy-preserving Crowd-guided AI Decision-making in Ethical Dilemmas,Teng Wang; Jun Zhao; Han Yu; Jinyan Liu; Xinyu Yang,http://arxiv.org/abs/1906.01562v2,,0,2019-06-04T16:27:47Z,2026-08-11T09:09:01.439125Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2005.14621v1,Fair Classification via Unconstrained Optimization,Ibrahim Alabdulmohsin,http://arxiv.org/abs/2005.14621v1,,0,2020-05-21T11:29:05Z,2026-08-11T09:09:01.439125Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2005.14156v1,Unlucky Explorer: A Complete non-Overlapping Map Exploration,Mohammad Sina Kiarostami; Saleh Khalaj Monfared; Mohammadreza Daneshvaramoli; Ali Oliayi; Negar Yousefian,http://arxiv.org/abs/2005.14156v1,,0,2020-05-28T17:19:24Z,2026-08-11T09:09:01.439125Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2402.1637,Scalable Preference Optimization for AI Agents: Methodologies and Benchmark Study #1,Researcher 2; Co-Author 19,https://arxiv.org/abs/2402.1637,https://github.com/ai-lab/project-24021637,5497,2026-07-24T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2401.6874,Scalable Latent Diffusion for AI Agents: Methodologies and Benchmark Study #2,Researcher 50; Co-Author 36,https://arxiv.org/abs/2401.6874,https://github.com/ai-lab/project-24016874,2408,2026-03-24T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2409.6176,Scalable Graph Neural Networks for AI Agents: Methodologies and Benchmark Study #3,Researcher 99; Co-Author 99,https://arxiv.org/abs/2409.6176,https://github.com/ai-lab/project-24096176,8495,2026-04-13T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2402.6341,Scalable Long-Context Attention for AI Agents: Methodologies and Benchmark Study #4,Researcher 16; Co-Author 20,https://arxiv.org/abs/2402.6341,https://github.com/ai-lab/project-24026341,6279,2026-02-13T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2406.4486,Scalable Synthetic Data Generation for AI Agents: Methodologies and Benchmark Study #5,Researcher 24; Co-Author 36,https://arxiv.org/abs/2406.4486,https://github.com/ai-lab/project-24064486,6657,2026-05-10T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2408.4204,Scalable Multimodal Transformers for AI Agents: Methodologies and Benchmark Study #6,Researcher 3; Co-Author 38,https://arxiv.org/abs/2408.4204,https://github.com/ai-lab/project-24084204,5020,2026-05-16T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2407.3200,Scalable Model Quantization for AI Agents: Methodologies and Benchmark Study #7,Researcher 15; Co-Author 33,https://arxiv.org/abs/2407.3200,,0,2026-08-15T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2404.9290,Scalable Synthetic Data Generation for AI Agents: Methodologies and Benchmark Study #8,Researcher 78; Co-Author 63,https://arxiv.org/abs/2404.9290,https://github.com/ai-lab/project-24049290,3370,2026-07-15T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2401.1416,Scalable Model Quantization for AI Agents: Methodologies and Benchmark Study #9,Researcher 53; Co-Author 78,https://arxiv.org/abs/2401.1416,https://github.com/ai-lab/project-24011416,5784,2026-03-23T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2402.4068,Scalable Model Quantization for AI Agents: Methodologies and Benchmark Study #10,Researcher 12; Co-Author 99,https://arxiv.org/abs/2402.4068,,0,2026-05-15T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2408.4122,Scalable Latent Diffusion for AI Agents: Methodologies and Benchmark Study #11,Researcher 63; Co-Author 51,https://arxiv.org/abs/2408.4122,https://github.com/ai-lab/project-24084122,155,2026-02-20T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2405.3263,Scalable Long-Context Attention for AI Agents: Methodologies and Benchmark Study #12,Researcher 47; Co-Author 95,https://arxiv.org/abs/2405.3263,,0,2026-07-26T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2406.8946,Scalable Federated Learning for AI Agents: Methodologies and Benchmark Study #13,Researcher 47; Co-Author 98,https://arxiv.org/abs/2406.8946,https://github.com/ai-lab/project-24068946,5309,2026-02-28T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2405.6779,Scalable Model Quantization for AI Agents: Methodologies and Benchmark Study #14,Researcher 83; Co-Author 25,https://arxiv.org/abs/2405.6779,https://github.com/ai-lab/project-24056779,2445,2026-08-24T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2405.1221,Scalable Long-Context Attention for AI Agents: Methodologies and Benchmark Study #15,Researcher 15; Co-Author 78,https://arxiv.org/abs/2405.1221,https://github.com/ai-lab/project-24051221,7247,2026-08-11T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2404.1328,Scalable Latent Diffusion for AI Agents: Methodologies and Benchmark Study #16,Researcher 70; Co-Author 79,https://arxiv.org/abs/2404.1328,https://github.com/ai-lab/project-24041328,1138,2026-04-15T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2406.8596,Scalable Sparse Mixture of Experts for AI Agents: Methodologies and Benchmark Study #17,Researcher 53; Co-Author 84,https://arxiv.org/abs/2406.8596,https://github.com/ai-lab/project-24068596,463,2026-04-13T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2402.1296,Scalable Long-Context Attention for AI Agents: Methodologies and Benchmark Study #18,Researcher 76; Co-Author 22,https://arxiv.org/abs/2402.1296,https://github.com/ai-lab/project-24021296,846,2026-04-24T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2407.8992,Scalable Preference Optimization for AI Agents: Methodologies and Benchmark Study #19,Researcher 28; Co-Author 21,https://arxiv.org/abs/2407.8992,,0,2026-06-25T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2407.2607,Scalable Reward Modeling for AI Agents: Methodologies and Benchmark Study #20,Researcher 72; Co-Author 7,https://arxiv.org/abs/2407.2607,https://github.com/ai-lab/project-24072607,8113,2026-06-11T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2403.9891,Scalable Latent Diffusion for AI Agents: Methodologies and Benchmark Study #21,Researcher 58; Co-Author 49,https://arxiv.org/abs/2403.9891,https://github.com/ai-lab/project-24039891,9073,2026-03-20T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2405.9314,Scalable State Space Architecture for AI Agents: Methodologies and Benchmark Study #22,Researcher 79; Co-Author 71,https://arxiv.org/abs/2405.9314,https://github.com/ai-lab/project-24059314,4051,2026-07-25T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2406.1164,Scalable Latent Diffusion for AI Agents: Methodologies and Benchmark Study #23,Researcher 72; Co-Author 25,https://arxiv.org/abs/2406.1164,,0,2026-04-28T00:00:00Z,2026-08-11T09:09:01.440128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2405.8543,Scalable Model Quantization for AI Agents: Methodologies and Benchmark Study #24,Researcher 80; Co-Author 14,https://arxiv.org/abs/2405.8543,,0,2026-04-12T00:00:00Z,2026-08-11T09:09:01.441128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2404.9173,Scalable Graph Neural Networks for AI Agents: Methodologies and Benchmark Study #25,Researcher 54; Co-Author 88,https://arxiv.org/abs/2404.9173,https://github.com/ai-lab/project-24049173,1316,2026-03-24T00:00:00Z,2026-08-11T09:09:01.441128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2402.9639,Scalable Vision-Language Alignment for AI Agents: Methodologies and Benchmark Study #26,Researcher 56; Co-Author 57,https://arxiv.org/abs/2402.9639,https://github.com/ai-lab/project-24029639,6675,2026-01-11T00:00:00Z,2026-08-11T09:09:01.441128Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2405.4210,Scalable Model Quantization for AI Agents: Methodologies and Benchmark Study #27,Researcher 8; Co-Author 70,https://arxiv.org/abs/2405.4210,https://github.com/ai-lab/project-24054210,3070,2026-05-24T00:00:00Z,2026-08-11T09:09:01.441128Z
