raw_name,canonical_name,match_score,method,entity_type,timestamp
Corelayer,Corelayer,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
General Legal,General Legal,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Fort,Fort,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Balance,Balance,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Ekpa,Ekpa,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Chasi,Chasi,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
o11,O11,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Sequence Markets,Sequence Markets,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Libra Robotics,Libra Robotics,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Ditto Biosciences,Ditto Biosciences,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Servo7,Servo7,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Datoric,Datoric,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Superset,Superset,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.328633Z
Netter,Netter,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Voxel Energy,Voxel Energy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Polymath,Polymath,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Archal,Archal,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Bubble Lab,Bubble Lab,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Byteport,Byteport,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Constellation Space,Constellation Space,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Sazabi,Sazabi,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Mendral,Mendral,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
AxionOrbital Space,Axionorbital Space,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Oximy,Oximy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Caretta,Caretta,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Samora AI,Samora Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Human Archive,Human Archive,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Forum,Forum,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Sitefire,Sitefire,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.329631Z
Ressl AI,Ressl Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Emdash,Emdash,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
InventoryQuant,Inventoryquant,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Congruent,Congruent,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Reframe,Reframe,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Valence,Valence,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
9 Mothers,9 Mothers,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Approxima,Approxima,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Traverse,Traverse,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Revion,Revion,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Maywood,Maywood,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Fenrock AI,Fenrock Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
End Close,End Close,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Chamber,Chamber,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Assemble,Assemble,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Patientdesk.ai,Patientdesk.Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Visibl Semiconductors,Visibl Semiconductors,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Synthetic Sciences,Synthetic Sciences,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Seeing Systems,Seeing Systems,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Jinba,Jinba,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Cardboard,Cardboard,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Prana,Prana,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Rhizome AI,Rhizome Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Pax Historia,Pax Historia,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.330635Z
Parameter (fka Hex Security),Parameter (Fka Hex Security),50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Laurence,Laurence,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Terminal Use,Terminal Use,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Overshoot,Overshoot,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Cajal,Cajal,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Proximitty,Proximitty,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Instinct,Instinct,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Stilta,Stilta,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Unisson,Unisson,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
IncidentFox,Incidentfox,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Compresr,Compresr,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Opalite Health,Opalite Health,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Confluence Labs,Confluence Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Rapidfolio,Rapidfolio,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Mango Medical,Mango Medical,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Sponge,Sponge,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Terranox AI,Terranox Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Drafted,Drafted,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Ventura,Ventura,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Orthogonal,Orthogonal,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Perfectly,Perfectly,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Fern,Fern,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Sparkles,Sparkles,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
EigenPal,Eigenpal,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Salus,Salus,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
Moritz,Moritz,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.331635Z
RamAIn,Ramain,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
Milliray,Milliray,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
Beyond Reach Labs,Beyond Reach Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
OctaPulse,Octapulse,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
CodeWisp,Codewisp,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
Ashr,Ashr,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
Aemon,Aemon,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
Luel,Luel,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
Scheduling Wizard,Scheduling Wizard,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.332633Z
RoboDock,Robodock,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
Skillsync,Skillsync,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
MouseCat,Mousecat,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
Zatanna,Zatanna,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
AutoSitu,Autositu,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
Verdex,Verdex,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
Cumulus Labs,Cumulus Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
Tepali,Tepali,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
Palus Finance,Palus Finance,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
21st,21St,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
Avoice,Avoice,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
ZeroSettle,Zerosettle,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
/dev/fast,/Dev/Fast,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.333632Z
Cignara,Cignara,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
OpenSpec,Openspec,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Piris Labs,Piris Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
CellType,Celltype,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Burt,Burt,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Envariant,Envariant,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Beacon Health,Beacon Health,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Strand AI,Strand Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Protent,Protent,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Cofia,Cofia,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Fuchsia,Fuchsia,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
LegalOS,Legalos,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
Sentrial,Sentrial,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
10x Science,10X Science,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.334633Z
REV1,Rev1,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
shortkit,Shortkit,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Asimov,Asimov,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Axis,Axis,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Mirabelle,Mirabelle,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Docura Health,Docura Health,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Lance,Lance,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
RunAnywhere,Runanywhere,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Lucent,Lucent,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
"Prescience, Inc.","Prescience, Inc.",50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Ruma Care,Ruma Care,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Klaus AI,Klaus Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.336156Z
Kita,Kita,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Syntropy,Syntropy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
One Robot,One Robot,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Didit,Didit,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Panta,Panta,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Imperfect,Imperfect,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
TrustAI,Trustai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Payna,Payna,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Origin,Origin,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Clara,Clara,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Hlabs,Hlabs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Eos AI,Eos Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Valgo,Valgo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
ARC Prize Foundation,Arc Prize Foundation,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
Corvera,Corvera,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.337163Z
FullSeam,Fullseam,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Waddle Labs,Waddle Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Linzumi,Linzumi,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Advanced Metal Research,Advanced Metal Research,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Ploy,Ploy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
CatchBack Cards,Catchback Cards,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Mantis,Mantis,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Haladir,Haladir,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
ClaimGlide,Claimglide,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Inviscid AI,Inviscid Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Coasts,Coasts,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Zephyr Fusion,Zephyr Fusion,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Mayflower,Mayflower,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Ndea,Ndea,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
item,Item,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Crosslayer Labs,Crosslayer Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.338162Z
Rivet,Rivet,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Openroll,Openroll,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Amika,Amika,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Specific Labs,Specific Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Moss,Moss,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Zarna,Zarna,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
MarkIt,Markit,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Voltair,Voltair,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Clicks Health,Clicks Health,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Fastshot,Fastshot,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Antigen,Antigen,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
LunaBill,Lunabill,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Axial,Axial,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Velvet,Velvet,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
DiligenceSquared,Diligencesquared,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.339167Z
Amera,Amera,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Forge Robotics,Forge Robotics,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Bluma,Bluma,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Lightberry,Lightberry,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
The Hog,The Hog,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Boom AI,Boom Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Freeport Markets,Freeport Markets,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Rovi Health,Rovi Health,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
MadeThis,Madethis,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
General Astronautics,General Astronautics,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Jarmin,Jarmin,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Exonic,Exonic,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Lemma,Lemma,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Perseus,Perseus,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Karumi,Karumi,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.340166Z
Icarus,Icarus,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Sava,Sava,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
TakeCareOS,Takecareos,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Denki,Denki,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Metorial,Metorial,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Kalpa Labs,Kalpa Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Absurd,Absurd,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Clad Labs,Clad Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Automax.ai,Automax.Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Specific,Specific,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Primer,Primer,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Narrative,Narrative,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Crunched,Crunched,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Lua Global Inc,Lua Global Inc,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Philon,Philon,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.341167Z
Sourcebot,Sourcebot,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Zalos,Zalos,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Prism,Prism,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Aside,Aside,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Scott AI,Scott Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Everest,Everest,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Expected Parrot,Expected Parrot,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Imagine AI,Imagine Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Anto Biosciences,Anto Biosciences,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Patent Watch,Patent Watch,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
s2.dev,S2.Dev,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Tornyol,Tornyol,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Nucleo,Nucleo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Leadbay,Leadbay,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.342166Z
Pixley AI,Pixley Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Cortex AI,Cortex Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Sol,Sol,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Thesis,Thesis,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Oxus,Oxus,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Play Health,Play Health,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Casey,Casey,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Selfin,Selfin,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Compyle,Compyle,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Lexi,Lexi,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Codyco,Codyco,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
ComplyDo,Complydo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Bravi,Bravi,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
FinalDose,Finaldose,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Sunflower,Sunflower,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Captain,Captain,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Redapto,Redapto,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Aleph Lab,Aleph Lab,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Logical,Logical,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Agentic Fabriq,Agentic Fabriq,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Travo,Travo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Kestrel AI,Kestrel Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
LogosGuard,Logosguard,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Multifactor,Multifactor,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Allus AI,Allus Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Unsiloed AI,Unsiloed Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
AnswerThis,Answerthis,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Clerked,Clerked,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Semble AI,Semble Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.343167Z
Flick,Flick,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
hillclimb,Hillclimb,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
AtlasGrid,Atlasgrid,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Wardstone,Wardstone,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Nessie,Nessie,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Hypercubic,Hypercubic,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Cranston AI,Cranston Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Trelium,Trelium,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Velum Labs,Vellum,90.9090909090909,FuzzyMatch,STARTUP,2026-08-12T03:04:08.344170Z
Veria Labs,Veria Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Minro,Minro,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Tell if AI,Tell If Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Bron,Bron,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Koyal,Koyal,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Kaigo Health,Kaigo Health,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Norra,Norra,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Soren,Soren,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Lunavo,Lunavo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
dari.dev,Dari.Dev,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
The Context Company,The Context Company,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Sorce,Sorce,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Caddy,Caddy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Alt-X,Alt-X,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Locus,Locus,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Aspect,Aspect,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
AirCaps,Aircaps,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Avent,Avent,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
Altur,Altur,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.344170Z
