schemaVersion,recordType,source_name,source_url,title,authors,paper_url,github_url,github_stars,published_date,collectedAt
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2312.00752,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,Albert Gu; Tri Dao,https://arxiv.org/abs/2312.00752,https://github.com/state-spaces/mamba,14200,2023-12-01T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2304.02643,Segment Anything,Alexander Kirillov; Eric Mintun; Nikhila Ravi; Hanzi Mao,https://arxiv.org/abs/2304.02643,https://github.com/facebookresearch/segment-anything,46000,2023-04-05T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2302.05543,Adding Conditional Control to Text-to-Image Diffusion Models (ControlNet),Lvmin Zhang; Anyi Rao; Maneesh Agrawala,https://arxiv.org/abs/2302.05543,https://github.com/lllyasviel/ControlNet,31000,2023-02-10T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2212.04356,Robust Speech Recognition via Large-Scale Weak Supervision (Whisper),Alec Radford; Jong Wook Kim; Tao Xu; Greg Brockman,https://arxiv.org/abs/2212.04356,https://github.com/openai/whisper,72000,2022-12-08T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2103.00020,Learning Transferable Visual Models From Natural Language Supervision (CLIP),Alec Radford; Jong Wook Kim; Chris Hallacy; Aditya Ramesh,https://arxiv.org/abs/2103.00020,https://github.com/openai/CLIP,27500,2021-02-26T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2010.11929,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale (ViT),Alexey Dosovitskiy; Lucas Beyer; Alexander Kolesnikov; Dirk Weissenborn,https://arxiv.org/abs/2010.11929,https://github.com/google-research/vision_transformer,16800,2020-10-22T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2103.14030,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,Ze Liu; Yutong Lin; Yue Cao; Han Hu,https://arxiv.org/abs/2103.14030,https://github.com/microsoft/Swin-Transformer,13400,2021-03-25T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/1907.11692,RoBERTa: A Robustly Optimized BERT Pretraining Approach,Yinhan Liu; Myle Ott; Naman Goyal; Jingfei Du,https://arxiv.org/abs/1907.11692,https://github.com/facebookresearch/fairseq,28000,2019-07-26T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/1910.10683,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer (T5),Colin Raffel; Noam Shazeer; Adam Roberts; Katherine Lee,https://arxiv.org/abs/1910.10683,https://github.com/google-research/text-to-text-transfer-transformer,6500,2019-10-23T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2006.03654,DeBERTa: Decoding-enhanced BERT with Disentangled Attention,Pengcheng He; Xiaodong Liu; Jianfeng Gao; Weizhu Chen,https://arxiv.org/abs/2006.03654,https://github.com/microsoft/DeBERTa,3400,2020-06-05T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2310.06825,Mistral 7B,Albert Q. Jiang; Alexandre Sablayrolles; Arthur Mensch; Chris Bamford,https://arxiv.org/abs/2310.06825,https://github.com/mistralai/mistral-src,11500,2023-10-10T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2401.04088,Mixtral of Experts,Albert Q. Jiang; Alexandre Sablayrolles; Antoine Roux; Arthur Mensch,https://arxiv.org/abs/2401.04088,https://github.com/mistralai/mistral-src,11500,2024-01-08T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2403.08295,Gemma: Open Models Based on Gemini Research and Technology,Gemma Team; Thomas Mesnard; Cassidy Hardin; Robert Dadashi,https://arxiv.org/abs/2403.08295,https://github.com/google-deepmind/gemma,8900,2024-03-13T00:00:00Z,2026-08-12T02:54:24.230012Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2404.14219,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,Abhinav Abdadin; Jyoti Aneja; Hany Awadalla; Sébastien Bubeck,https://arxiv.org/abs/2404.14219,https://github.com/microsoft/Phi-3CookBook,4200,2024-04-22T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2406.12793,GLM-4: All-round Open Foundation Models,Zhipu AI Team; Zhengxiao Du; Yujie Qian; Xiao Liu,https://arxiv.org/abs/2406.12793,https://github.com/THUDM/GLM-4,12800,2024-06-18T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2405.04434,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",DeepSeek-AI; Aixin Liu; Bei Feng; Bin Wang,https://arxiv.org/abs/2405.04434,https://github.com/deepseek-ai/DeepSeek-V2,9800,2024-05-07T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://github.com/Significant-Gravitas/AutoGPT,AutoGPT: An Autonomous GPT-4 Experiment,Toran Bruce Richards,https://github.com/Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,168000,2023-03-30T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://github.com/yoheinakajima/babyagi,BabyAGI: Autonomous AI Agent Task Management,Yohei Nakajima,https://github.com/yoheinakajima/babyagi,https://github.com/yoheinakajima/babyagi,19500,2023-04-03T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2307.07924,ChatDev: Communicative Agents for Software Development,Chen Qian; Xin Cong; Wei Liu; Cheng Yang,https://arxiv.org/abs/2307.07924,https://github.com/OpenBMB/ChatDev,24800,2023-07-16T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2308.00352,MetaGPT: Meta Programming for Multi-Agent Collaborative Framework,Sirui Hong; Mingchen Zhuge; Jonathan Chen; Xiawu Zheng,https://arxiv.org/abs/2308.00352,https://github.com/geekan/MetaGPT,43200,2023-08-01T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://github.com/crewAIInc/crewAI,CrewAI: Orchestrating Role-Playing Autonomous AI Agents,Joao Moura,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,22500,2023-11-15T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2308.08155,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,Qingyun Wu; Gagan Bansal; Jieyu Zhang; Yiran Wu,https://arxiv.org/abs/2308.08155,https://github.com/microsoft/autogen,32800,2023-08-16T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://github.com/langchain-ai/langchain,LangChain: Building Applications with LLMs through Composability,Harrison Chase,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,94500,2022-10-25T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://github.com/run-llama/llama_index,LlamaIndex: Data Framework for LLM Applications,Jerry Liu,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,36200,2022-11-20T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,Landmark AI Index,https://arxiv.org/abs/2310.03714,DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines,Omar Khattab; Arnav Singhvi; Paridhi Maheshwari; Zhiyuan Zhang,https://arxiv.org/abs/2310.03714,https://github.com/stanfordnlp/dspy,18900,2023-10-05T00:00:00Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1806.00047v1,Following High-level Navigation Instructions on a Simulated Quadcopter with Imitation Learning,Valts Blukis; Nataly Brukhim; Andrew Bennett; Ross A. Knepper; Yoav Artzi,http://arxiv.org/abs/1806.00047v1,,0,2018-05-31T18:42:26Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1902.09705v1,Beyond the Self: Using Grounded Affordances to Interpret and Describe Others' Actions,Giovanni Saponaro; Lorenzo Jamone; Alexandre Bernardino; Giampiero Salvi,http://arxiv.org/abs/1902.09705v1,,0,2019-02-26T02:14:10Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2011.07384v1,Few-shot Object Grounding and Mapping for Natural Language Robot Instruction Following,Valts Blukis; Ross A. Knepper; Yoav Artzi,http://arxiv.org/abs/2011.07384v1,,0,2020-11-14T20:35:20Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2401.08577v1,MultiPLY: A Multisensory Object-Centric Embodied Large Language Model in 3D World,Yining Hong; Zishuo Zheng; Peihao Chen; Yian Wang; Junyan Li,http://arxiv.org/abs/2401.08577v1,,0,2024-01-16T18:59:45Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2311.17593v1,LanGWM: Language Grounded World Model,Rudra P. K. Poudel; Harit Pandya; Chao Zhang; Roberto Cipolla,http://arxiv.org/abs/2311.17593v1,,0,2023-11-29T12:41:55Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2303.00855v2,Grounded Decoding: Guiding Text Generation with Grounded Models for Embodied Agents,Wenlong Huang; Fei Xia; Dhruv Shah; Danny Driess; Andy Zeng,http://arxiv.org/abs/2303.00855v2,,0,2023-03-01T22:58:50Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2112.03227v4,CALVIN: A Benchmark for Language-Conditioned Policy Learning for Long-Horizon Robot Manipulation Tasks,Oier Mees; Lukas Hermann; Erick Rosete-Beas; Wolfram Burgard,http://arxiv.org/abs/2112.03227v4,,0,2021-12-06T18:37:33Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2212.06817v2,RT-1: Robotics Transformer for Real-World Control at Scale,Anthony Brohan; Noah Brown; Justice Carbajal; Yevgen Chebotar; Joseph Dabis,http://arxiv.org/abs/2212.06817v2,,0,2022-12-13T18:55:15Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2303.07522v2,Audio Visual Language Maps for Robot Navigation,Chenguang Huang; Oier Mees; Andy Zeng; Wolfram Burgard,http://arxiv.org/abs/2303.07522v2,,0,2023-03-13T23:17:51Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2210.13189v1,Can Visual Context Improve Automatic Speech Recognition for an Embodied Agent?,Pradip Pramanick; Chayan Sarkar,http://arxiv.org/abs/2210.13189v1,,0,2022-10-21T11:16:05Z,2026-08-12T02:54:24.230555Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2208.02918v3,LATTE: LAnguage Trajectory TransformEr,Arthur Bucker; Luis Figueredo; Sami Haddadin; Ashish Kapoor; Shuang Ma,http://arxiv.org/abs/2208.02918v3,https://github.com/arthurfenderbucker/LaTTe-Language-Trajectory-TransformEr,0,2022-08-04T22:43:21Z,2026-08-12T02:54:25.272493Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2202.07028v3,One Step at a Time: Long-Horizon Vision-and-Language Navigation with Milestones,Chan Hee Song; Jihyung Kil; Tai-Yu Pan; Brian M. Sadler; Wei-Lun Chao,http://arxiv.org/abs/2202.07028v3,,0,2022-02-14T20:46:33Z,2026-08-12T02:54:24.231640Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2107.05612v3,A Persistent Spatial Semantic Representation for High-level Natural Language Instruction Execution,Valts Blukis; Chris Paxton; Dieter Fox; Animesh Garg; Yoav Artzi,http://arxiv.org/abs/2107.05612v3,,0,2021-07-12T17:47:19Z,2026-08-12T02:54:24.231640Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2105.11589v2,VISITRON: Visual Semantics-Aligned Interactively Trained Object-Navigator,Ayush Shrivastava; Karthik Gopalakrishnan; Yang Liu; Robinson Piramuthu; Gokhan Tür,http://arxiv.org/abs/2105.11589v2,,0,2021-05-25T00:21:54Z,2026-08-12T02:54:24.231640Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/1912.01734v2,ALFRED: A Benchmark for Interpreting Grounded Instructions for Everyday Tasks,Mohit Shridhar; Jesse Thomason; Daniel Gordon; Yonatan Bisk; Winson Han,http://arxiv.org/abs/1912.01734v2,,0,2019-12-03T23:18:59Z,2026-08-12T02:54:24.231640Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2409.03757v3,Lexicon3D: Probing Visual Foundation Models for Complex 3D Scene Understanding,Yunze Man; Shuhong Zheng; Zhipeng Bao; Martial Hebert; Liang-Yan Gui,http://arxiv.org/abs/2409.03757v3,https://github.com/YunzeMan/Lexicon3D,0,2024-09-05T17:59:56Z,2026-08-12T02:54:25.297333Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2505.06191v1,Neuro-Symbolic Concepts,Jiayuan Mao; Joshua B. Tenenbaum; Jiajun Wu,http://arxiv.org/abs/2505.06191v1,,0,2025-05-09T17:02:51Z,2026-08-12T02:54:24.231640Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2501.02189v6,"A Survey of State of the Art Large Vision Language Models: Alignment, Benchmark, Evaluations and Challenges",Zongxia Li; Xiyang Wu; Hongyang Du; Fuxiao Liu; Huy Nghiem,http://arxiv.org/abs/2501.02189v6,https://github.com/zli12321/Vision-Language-Models-Overview,0,2025-01-04T04:59:33Z,2026-08-12T02:54:25.204571Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2501.13919v3,Temporal Preference Optimization for Long-Form Video Understanding,Rui Li; Xiaohan Wang; Yuhui Zhang; Orr Zohar; Zeyu Wang,http://arxiv.org/abs/2501.13919v3,,0,2025-01-23T18:58:03Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2405.19988v3,Video-Language Critic: Transferable Reward Functions for Language-Conditioned Robotics,Minttu Alakuijala; Reginald McLean; Isaac Woungang; Nariman Farsad; Samuel Kaski,http://arxiv.org/abs/2405.19988v3,,0,2024-05-30T12:18:06Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2509.26536v2,OceanGym: A Benchmark Environment for Underwater Embodied Agents,Yida Xue; Mingjun Mao; Xiangyuan Ru; Yuqi Zhu; Baochang Ren,http://arxiv.org/abs/2509.26536v2,https://github.com/OceanGPT/OceanGym,0,2025-09-30T17:09:32Z,2026-08-12T02:54:24.647540Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2511.19878v1,MAPS: Preserving Vision-Language Representations via Module-Wise Proximity Scheduling for Better Vision-Language-Action Generalization,Chengyue Huang; Mellon M. Zhang; Robert Azarcon; Glen Chou; Zsolt Kira,http://arxiv.org/abs/2511.19878v1,,0,2025-11-25T03:39:37Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2603.19166v1,Meanings and Measurements: Multi-Agent Probabilistic Grounding for Vision-Language Navigation,Swagat Padhan; Lakshya Jain; Bhavya Minesh Shah; Omkar Patil; Thao Nguyen,http://arxiv.org/abs/2603.19166v1,,0,2026-03-19T17:20:56Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2511.07732v2,ViPRA: Video Prediction for Robot Actions,Sandeep Routray; Hengkai Pan; Unnat Jain; Shikhar Bahl; Deepak Pathak,http://arxiv.org/abs/2511.07732v2,,0,2025-11-11T01:33:03Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2010.03768v2,ALFWorld: Aligning Text and Embodied Environments for Interactive Learning,Mohit Shridhar; Xingdi Yuan; Marc-Alexandre Côté; Yonatan Bisk; Adam Trischler,http://arxiv.org/abs/2010.03768v2,,0,2020-10-08T05:13:36Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2308.07931v2,Distilled Feature Fields Enable Few-Shot Language-Guided Manipulation,William Shen; Ge Yang; Alan Yu; Jansen Wong; Leslie Pack Kaelbling,http://arxiv.org/abs/2308.07931v2,,0,2023-07-27T17:59:14Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2311.17842v2,Look Before You Leap: Unveiling the Power of GPT-4V in Robotic Vision-Language Planning,Yingdong Hu; Fanqi Lin; Tong Zhang; Li Yi; Yang Gao,http://arxiv.org/abs/2311.17842v2,,0,2023-11-29T17:46:25Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2307.12981v1,3D-LLM: Injecting the 3D World into Large Language Models,Yining Hong; Haoyu Zhen; Peihao Chen; Shuhong Zheng; Yilun Du,http://arxiv.org/abs/2307.12981v1,,0,2023-07-24T17:59:02Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2210.05714v4,Visual Language Maps for Robot Navigation,Chenguang Huang; Oier Mees; Andy Zeng; Wolfram Burgard,http://arxiv.org/abs/2210.05714v4,,0,2022-10-11T18:13:20Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2212.04088v3,LLM-Planner: Few-Shot Grounded Planning for Embodied Agents with Large Language Models,Chan Hee Song; Jiaman Wu; Clayton Washington; Brian M. Sadler; Wei-Lun Chao,http://arxiv.org/abs/2212.04088v3,,0,2022-12-08T05:46:32Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2302.11550v1,Scaling Robot Learning with Semantically Imagined Experience,Tianhe Yu; Ted Xiao; Austin Stone; Jonathan Tompson; Anthony Brohan,http://arxiv.org/abs/2302.11550v1,,0,2023-02-22T18:47:51Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2302.12766v1,Language-Driven Representation Learning for Robotics,Siddharth Karamcheti; Suraj Nair; Annie S. Chen; Thomas Kollar; Chelsea Finn,http://arxiv.org/abs/2302.12766v1,,0,2023-02-24T17:29:31Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2107.12514v2,Language Grounding with 3D Objects,Jesse Thomason; Mohit Shridhar; Yonatan Bisk; Chris Paxton; Luke Zettlemoyer,http://arxiv.org/abs/2107.12514v2,,0,2021-07-26T23:35:58Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2406.05132v3,3D-GRAND: A Million-Scale Dataset for 3D-LLMs with Better Grounding and Less Hallucination,Jianing Yang; Xuweiyi Chen; Nikhil Madaan; Madhavan Iyengar; Shengyi Qian,http://arxiv.org/abs/2406.05132v3,,0,2024-06-07T17:59:59Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2310.03026v3,LanguageMPC: Large Language Models as Decision Makers for Autonomous Driving,Hao Sha; Yao Mu; Yuxuan Jiang; Li Chen; Chenfeng Xu,http://arxiv.org/abs/2310.03026v3,,0,2023-10-04T17:59:49Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2504.10738v1,CleanMAP: Distilling Multimodal LLMs for Confidence-Driven Crowdsourced HD Map Updates,Ankit Kumar Shaw; Kun Jiang; Tuopu Wen; Chandan Kumar Sah; Yining Shi,http://arxiv.org/abs/2504.10738v1,,0,2025-04-14T22:16:10Z,2026-08-12T02:54:24.232294Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2501.05478v2,Language and Planning in Robotic Navigation: A Multilingual Evaluation of State-of-the-Art Models,Malak Mansour; Ahmed Aly; Bahey Tharwat; Sarim Hashmi; Dong An,http://arxiv.org/abs/2501.05478v2,,0,2025-01-07T16:01:25Z,2026-08-12T02:54:24.232930Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2211.04604v2,StructDiffusion: Language-Guided Creation of Physically-Valid Structures using Unseen Objects,Weiyu Liu; Yilun Du; Tucker Hermans; Sonia Chernova; Chris Paxton,http://arxiv.org/abs/2211.04604v2,,0,2022-11-08T23:04:49Z,2026-08-12T02:54:24.232930Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2110.10189v1,StructFormer: Learning Spatial Structure for Language-Guided Semantic Rearrangement of Novel Objects,Weiyu Liu; Chris Paxton; Tucker Hermans; Dieter Fox,http://arxiv.org/abs/2110.10189v1,,0,2021-10-19T18:13:01Z,2026-08-12T02:54:24.232930Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2505.12312v4,Visuospatial Cognitive Assistant,Qi Feng,http://arxiv.org/abs/2505.12312v4,,0,2025-05-18T08:55:02Z,2026-08-12T02:54:24.232930Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2603.00592v1,LangGap: Diagnosing and Closing the Language Gap in Vision-Language-Action Models,Yuchen Hou; Lin Zhao,http://arxiv.org/abs/2603.00592v1,,0,2026-02-28T10:53:33Z,2026-08-12T02:54:24.232930Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2607.01938v1,PhysMani: Physics-principled 3D World Model for Dynamic Object Manipulation,Peng Yun; Shouwang Huang; Hao Li; Jinxi Li; Jianan Wang,http://arxiv.org/abs/2607.01938v1,,0,2026-07-02T09:32:39Z,2026-08-12T02:54:24.232930Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2606.04046v1,Dive into the Scene: Breaking the Perceptual Bottleneck in Vision-Language Decision Making via Focus Plan Generation,Boyuan Xiao; Bohong Chen; Yumeng Li; Ji Feng; Yao-Xiang Ding,http://arxiv.org/abs/2606.04046v1,,0,2026-06-02T07:50:56Z,2026-08-12T02:54:24.232930Z
1.0,RESEARCH_PAPER,arXiv,http://arxiv.org/abs/2106.13948v4,Core Challenges in Embodied Vision-Language Planning,Jonathan Francis; Nariaki Kitamura; Felix Labelle; Xiaopeng Lu; Ingrid Navarro,http://arxiv.org/abs/2106.13948v4,,0,2021-06-26T05:18:58Z,2026-08-12T02:54:24.232930Z
