schemaVersion,recordType,source_name,source_url,entityName,employeeCount,description,category,collectedAt
1.0,STARTUP,AI Ecosystem Directory,https://together.ai,Together AI,130,Cloud platform for fast open source AI model training and inference,Cloud Infrastructure,2026-08-12T02:01:14.147277Z
1.0,STARTUP,Y Combinator Directory,https://agencytool.com,Agency Tool Company,3,"Reliable infrastructure to build, deploy and manage real-world robots.",Industrials,2026-08-12T02:01:13.972698Z
1.0,STARTUP,Y Combinator Directory,https://alkera.ai,Alkera Ai,3,Reliable and safe data engineering and data science agents,B2B,2026-08-12T02:01:14.244879Z
1.0,STARTUP,AI Ecosystem Directory,https://replicate.com,Replicate,50,Run and fine-tune open-source machine learning models with cloud APIs,Developer Tools,2026-08-12T02:01:14.832075Z
1.0,STARTUP,Y Combinator Directory,https://www.getaudun.com/,Audun,4,AI-native debt collection,Fintech,2026-08-12T02:01:14.231866Z
1.0,STARTUP,Y Combinator Directory,https://www.alloovium.com/en,Alloovium,5,Construction paperwork that finally works for your team,Real Estate and Construction,2026-08-12T02:01:13.635764Z
1.0,STARTUP,AI Ecosystem Directory,https://langchain.com,LangChain,80,Framework for building context-aware reasoning applications with LLMs,Developer Tools,2026-08-12T02:01:14.315740Z
1.0,STARTUP,Y Combinator Directory,https://akkari.io/,Akkari,5,Autonomous Customer Operations,B2B,2026-08-12T02:01:13.560024Z
1.0,STARTUP,Y Combinator Directory,https://www.amorphiclabs.com,Amorphic Labs,2,"Agentic, Personalized Product Demo Videos for Sales",B2B,2026-08-12T02:01:14.030552Z
1.0,STARTUP,AI Ecosystem Directory,https://llamaindex.ai,LlamaIndex,60,Data framework for building custom RAG applications over enterprise data,Developer Tools,2026-08-12T02:01:13.838653Z
1.0,STARTUP,Y Combinator Directory,https://arctic.health,Arctic Health,4,AI-native credentialing and contracting for healthcare,Healthcare,2026-08-12T02:01:13.733959Z
1.0,STARTUP,Y Combinator Directory,https://arlo1.com/,Arlo Industries,3,"Track drones and missiles without radars - Accurate, Passive, Scalable",Industrials,2026-08-12T02:01:13.567803Z
1.0,STARTUP,Y Combinator Directory,https://tryastraea.com,Astraea,2,AI Operating System for Clinical Development,B2B,2026-08-12T02:01:14.120128Z
1.0,STARTUP,Y Combinator Directory,https://atlasdiscovery.bio,Atlas Discovery,3,Predicting human response to drugs in clinical trials,Healthcare,2026-08-12T02:01:14.406155Z
1.0,STARTUP,AI Ecosystem Directory,https://synthesia.io,Synthesia,300,AI video generation platform creating synthetic avatars from text scripts,Generative Media,2026-08-12T02:01:14.249870Z
1.0,STARTUP,Y Combinator Directory,https://www.avearobotics.com,Avea Robotics,2,The human-in-the-loop system for robots,Industrials,2026-08-12T02:01:13.651922Z
1.0,STARTUP,Y Combinator Directory,https://asendia.ai/,Asendia Ai,3,AI recruiters for staffing agencies,B2B,2026-08-12T02:01:14.449353Z
1.0,STARTUP,AI Ecosystem Directory,https://codeium.com,Codeium,150,Free AI code acceleration platform and Windsurf agentic IDE,Developer Tools,2026-08-12T02:01:14.376609Z
1.0,STARTUP,Y Combinator Directory,https://ardentech.ai/,Arden,2,AI-native internal audit firm,B2B,2026-08-12T02:01:13.679894Z
1.0,STARTUP,Y Combinator Directory,https://agentphone.ai/,Agentphone,2,Phone Numbers for AI Agents,B2B,2026-08-12T02:01:13.966455Z
1.0,STARTUP,AI Ecosystem Directory,https://writer.com,Writer,220,Enterprise generative AI platform with custom Palmyra LLMs and governance,Enterprise AI,2026-08-12T02:01:13.725132Z
1.0,STARTUP,Y Combinator Directory,https://www.arzana.com/,Arzana,6,The autonomous ERP for every manufacturer,B2B,2026-08-12T02:01:14.529213Z
1.0,STARTUP,Y Combinator Directory,https://www.useauxos.com,Auxos,3,Simulations of real people for market research,B2B,2026-08-12T02:01:14.227246Z
1.0,STARTUP,AI Ecosystem Directory,https://glean.com,Glean,450,Workplace AI search engine discovering knowledge across enterprise apps,Enterprise Search,2026-08-12T02:01:14.323750Z
1.0,STARTUP,Y Combinator Directory,https://apolloatomics.com/,"Apollo Atomics, Inc.",1,We make the most compact nuclear reactors,Industrials,2026-08-12T02:01:14.010123Z
1.0,STARTUP,Y Combinator Directory,https://www.asterlab.ai/,Aster,2,Automating open-ended research.,B2B,2026-08-12T02:01:13.665929Z
1.0,STARTUP,AI Ecosystem Directory,https://deepl.com,DeepL,600,Neural machine translation service delivering precise language translation,Language AI,2026-08-12T02:01:15.146162Z
1.0,STARTUP,Y Combinator Directory,https://amboras.com,Amboras,3,AI Native Shopify,B2B,2026-08-12T02:01:13.954129Z
1.0,STARTUP,Y Combinator Directory,https://aquashieldai.com,Aquashield,3,AI water leak detection for buildings,Real Estate and Construction,2026-08-12T02:01:13.641402Z
1.0,STARTUP,AI Ecosystem Directory,https://groq.com,Groq,250,Ultra-fast LPU inference engine for real-time generative AI processing,AI Hardware,2026-08-12T02:01:13.707269Z
1.0,STARTUP,Y Combinator Directory,https://www.anoria.com,Anoria,5,The first wearable that reads your emotions to enhance your EQ.,Consumer,2026-08-12T02:01:13.706268Z
1.0,STARTUP,Y Combinator Directory,https://www.abinitio-bio.com,Abinitio Bio,2,The Intelligence layer for Drug Manufacturing,Healthcare,2026-08-12T02:01:14.435952Z
1.0,STARTUP,AI Ecosystem Directory,https://cleanlab.ai,Cleanlab,35,Automated data curation and error detection for machine learning datasets,Data Quality,2026-08-12T02:01:13.692930Z
1.0,STARTUP,Y Combinator Directory,https://tryardent.com,Ardent,3,Database sandboxes for Agents,B2B,2026-08-12T02:01:14.029556Z
1.0,STARTUP,Y Combinator Directory,https://www.aseonlabs.com/,Aseon Labs,5,Robotic pitstops for self-driving cars,Industrials,2026-08-12T02:01:13.938447Z
1.0,STARTUP,AI Ecosystem Directory,https://arthur.ai,Arthur AI,90,Model monitoring and AI performance safety validation platform,AI Observability,2026-08-12T02:01:14.915584Z
1.0,STARTUP,Y Combinator Directory,https://armature.tech,Armature,3,Improve how users experience your product through AI Agents,B2B,2026-08-12T02:01:13.698459Z
1.0,STARTUP,Y Combinator Directory,https://ara.so,Ara,2,The Cloud Coding Agent,B2B,2026-08-12T02:01:13.739056Z
1.0,STARTUP,Y Combinator Directory,https://archermoney.com/,Archer,4,Global payouts for the workforce powering AI,Fintech,2026-08-12T02:01:14.103738Z
1.0,STARTUP,Y Combinator Directory,https://useallowance.com/,Allowance,1,The spend control layer for AI agents,Fintech,2026-08-12T02:01:13.652930Z
1.0,STARTUP,AI Ecosystem Directory,https://shield.ai,Shield AI,700,Autonomous AI pilot technology for defense systems and aircraft,Autonomous Systems,2026-08-12T02:01:13.955128Z
1.0,STARTUP,Y Combinator Directory,https://tryalchemize.com,Alchemize,2,Code Review Platform that Simplifies PRs to Ship Faster,B2B,2026-08-12T02:01:13.656931Z
1.0,STARTUP,Y Combinator Directory,https://aicepower.com,Aice,2,Submarine drones for defense,Industrials,2026-08-12T02:01:14.101751Z
1.0,STARTUP,AI Ecosystem Directory,https://anyscale.com,Anyscale,200,Scalable compute platform powered by Ray for training and serving AI,Cloud Infrastructure,2026-08-12T02:01:15.153157Z
1.0,STARTUP,Y Combinator Directory,http://www.adialante.com,Adialante,4,Cancer screening without barriers,Healthcare,2026-08-12T02:01:15.131914Z
1.0,STARTUP,Y Combinator Directory,https://www.argalabs.com/,Arga Labs,4,Real-world sandboxes to test agents and agent-facing software,B2B,2026-08-12T02:01:14.277232Z
1.0,STARTUP,AI Ecosystem Directory,https://scale.com,Scale AI,1200,Data platform powering AI development through expert human annotation and RLHF,Data Infrastructure,2026-08-12T02:01:13.844667Z
1.0,STARTUP,Y Combinator Directory,https://atrisa.ai,Atrisa,3,AI Agents for Analog Circuit Design,B2B,2026-08-12T02:01:15.447981Z
1.0,STARTUP,AI Ecosystem Directory,https://huggingface.co,Hugging Face,300,The open platform and community for machine learning models and datasets,Developer Tools,2026-08-12T02:01:13.865220Z
1.0,STARTUP,Y Combinator Directory,http://andustry.com/,Andustry,2,We help manufacturers find suppliers for industrial equipment.,B2B,2026-08-12T02:01:15.008276Z
1.0,STARTUP,Y Combinator Directory,https://afterfive.club/,Afterfive,3,Life starts after five.,B2B,2026-08-12T02:01:14.500740Z
1.0,STARTUP,AI Ecosystem Directory,https://harvey.ai,Harvey Ai,180,Domain-specific AI solution built for professional legal services,Legal AI,2026-08-12T02:01:14.392642Z
1.0,STARTUP,Y Combinator Directory,https://www.ae-dyn.com/,"Applied Electrodynamics, Inc.",5,A new kind of camera that can see through walls.,Industrials,2026-08-12T02:01:14.400154Z
1.0,STARTUP,Y Combinator Directory,https://aurorincad.com,Aurorin Cad,1,Claude code for Mechanical Engineers,B2B,2026-08-12T02:01:14.416788Z
1.0,STARTUP,Y Combinator Directory,https://www.atlia.com,Atlia,2,We are the AI-native property management company,Real Estate and Construction,2026-08-12T02:01:13.843669Z
1.0,STARTUP,Y Combinator Directory,https://www.archal.ai/,Archal,2,The improvement loop for AI agents,B2B,2026-08-12T02:01:14.694265Z
1.0,STARTUP,Y Combinator Directory,https://axionorbital.space/,Axionorbital Space,2,Foundation models for 24/7 Earth Observation,Industrials,2026-08-12T02:01:13.926432Z
1.0,STARTUP,Y Combinator Directory,https://approxima.ai,Approxima,2,Your software should build itself.,B2B,2026-08-12T02:01:14.059391Z
1.0,STARTUP,Y Combinator Directory,https://www.assemble.ai/,Assemble,4,Agents for Enterprise IT,B2B,2026-08-12T02:01:14.059391Z
1.0,STARTUP,Y Combinator Directory,https://ashr.io,Ashr,2,Automated Multi-Modal Testing for Agents,B2B,2026-08-12T02:01:14.017550Z
1.0,STARTUP,Y Combinator Directory,https://aemon.ai/,Aemon,3,The Forward-Deployed AI Research Engineer,B2B,2026-08-12T02:01:14.483386Z
1.0,STARTUP,Y Combinator Directory,https://autositu.com/,Autositu,2,AI-native workspace for development plan reviews,B2B,2026-08-12T02:01:14.610001Z
1.0,STARTUP,Y Combinator Directory,https://avoice.co/,Avoice,4,Harvey for Architecture,B2B,2026-08-12T02:01:14.439774Z
1.0,STARTUP,Y Combinator Directory,https://tryasimov.ai/,Asimov,3,Real-world human movement data for humanoid robots,Industrials,2026-08-12T02:01:14.042375Z
1.0,STARTUP,Y Combinator Directory,https://axisanalysis.com,Axis,2,An AI Copilot for Trading Desks,Fintech,2026-08-12T02:01:14.562170Z
1.0,STARTUP,Y Combinator Directory,https://arcprize.org/,Arc Prize Foundation,4,AI benchmarks that measure general intelligence and inspire new ideas,Industrials,2026-08-12T02:01:14.889870Z
1.0,STARTUP,Y Combinator Directory,https://advancedmetalresearch.com/,Advanced Metal Research,3,Machine intelligence for American Welding,Industrials,2026-08-12T02:01:14.445164Z
1.0,STARTUP,Y Combinator Directory,https://www.amika.dev/,Amika,2,Infra to build your own software factory,B2B,2026-08-12T02:01:14.134321Z
1.0,STARTUP,Y Combinator Directory,https://antigen.sh/,Antigen,5,Continuous offensive security for the enterprise.,B2B,2026-08-12T02:01:14.592058Z
1.0,STARTUP,Y Combinator Directory,https://axialcompute.com,Axial,1,Accelerated Physics Kernels for Computational Engineering,Industrials,2026-08-12T02:01:14.053374Z
1.0,STARTUP,Y Combinator Directory,https://amerahealthsolutions.com/,Amera,12,Automating claims processing workflows for health insurance payers.,Fintech,2026-08-12T02:01:14.479871Z
1.0,STARTUP,Y Combinator Directory,https://absurd.com/,Absurd,6,The Creative OS for AI video,B2B,2026-08-12T02:01:14.098757Z
1.0,STARTUP,Y Combinator Directory,https://automax.ai,Automax.Ai,4,AI native real-estate appraisal firm,Real Estate and Construction,2026-08-12T02:01:15.232029Z
1.0,STARTUP,Y Combinator Directory,https://aside.com,Aside,5,The browser built to do real work for you,Consumer,2026-08-12T02:01:14.361751Z
1.0,STARTUP,Y Combinator Directory,https://www.anto.bio/,Anto Biosciences,4,A Foundation Model for Microbial Communities.,Healthcare,2026-08-12T02:01:14.832075Z
1.0,STARTUP,Y Combinator Directory,http://alephlab.ai/,Aleph Lab,2,AI language buddy in the games kids love,Consumer,2026-08-12T02:01:14.665937Z
1.0,STARTUP,Y Combinator Directory,https://www.agenticfabriq.com,Agentic Fabriq,2,The control plane for AI agents.,B2B,2026-08-12T02:01:14.853851Z
1.0,STARTUP,Y Combinator Directory,https://allus.ai,Allus Ai,6,Transforming manufacturing with our next-gen Vision Foundation Model,Industrials,2026-08-12T02:01:15.304223Z
1.0,STARTUP,Y Combinator Directory,https://answerthis.io/,Answerthis,6,End-to-end workspace to accelerate scientific discovery,Consumer,2026-08-12T02:01:15.298214Z
1.0,STARTUP,Y Combinator Directory,https://atlasgrid.ai,Atlasgrid,6,Accelerate Product Iteration,B2B,2026-08-12T02:01:14.696637Z
1.0,STARTUP,Y Combinator Directory,https://alt-x.co,Alt-X,2,Building the best venue for private markets exposure.,Fintech,2026-08-12T02:01:14.575746Z
1.0,STARTUP,Y Combinator Directory,https://aspect.inc,Aspect,3,Intelligent media storage for creative teams.,B2B,2026-08-12T02:01:14.463858Z
1.0,STARTUP,Y Combinator Directory,https://aircaps.com,Aircaps,5,The AI copilot for in-person conversations.,Consumer,2026-08-12T02:01:14.613654Z
1.0,STARTUP,Y Combinator Directory,https://www.aventindustrial.com,Avent,3,AI agents for industrial commerce,B2B,2026-08-12T02:01:14.433334Z
1.0,STARTUP,Y Combinator Directory,https://altur.io,Altur,5,Voice AI Agents for Debt Collection,B2B,2026-08-12T02:01:14.842522Z
1.0,STARTUP,Y Combinator Directory,https://avelishealth.com,Avelis Health,3,We audit medical claims for self-insured employers and health plans.,Healthcare,2026-08-12T02:01:14.678071Z
1.0,STARTUP,Y Combinator Directory,http://alaradental.com,Alara,1,Procurement Platform for Dental Offices,B2B,2026-08-12T02:01:14.839519Z
1.0,STARTUP,Y Combinator Directory,https://autosana.ai,Autosana,5,AI agents for E2E testing across mobile & web,B2B,2026-08-12T02:01:14.758766Z
1.0,STARTUP,Y Combinator Directory,https://autumnai.com,Autumn Ai,2,Stalk your prospects at scale.,B2B,2026-08-12T02:01:15.382537Z
1.0,STARTUP,Y Combinator Directory,https://www.albacore.inc,Albacore Inc.,18,Drone submarines,Industrials,2026-08-12T02:01:14.470865Z
1.0,STARTUP,Y Combinator Directory,https://withasync.com,Async,2,Transforming small businesses with AI agents,B2B,2026-08-12T02:01:14.783661Z
1.0,STARTUP,Y Combinator Directory,https://alterauth.com,Alter,2,Secure access control and authorization platform for agent workflows,B2B,2026-08-12T02:01:14.452364Z
1.0,STARTUP,Y Combinator Directory,https://args.io/,Args,2,A better GItHub,B2B,2026-08-12T02:01:15.282125Z
1.0,STARTUP,Y Combinator Directory,https://astor.app/,Astor,5,AI advisor for retail investors,Fintech,2026-08-12T02:01:14.672557Z
1.0,STARTUP,Y Combinator Directory,https://agentmail.to,Agentmail,10,Email Inboxes for AI Agents,B2B,2026-08-12T02:01:14.741742Z
1.0,STARTUP,Y Combinator Directory,https://www.acrely.ai,Acrely,6,Enterprise Voice Agents,B2B,2026-08-12T02:01:14.452364Z
1.0,STARTUP,Y Combinator Directory,https://www.adaptional.com/,Adaptional,1,AI-powered insurance claims review,B2B,2026-08-12T02:01:14.393639Z
1.0,STARTUP,Y Combinator Directory,https://becomeautonomous.com/,Autonomous Technologies Group,8,Superintelligent financial advisor,Fintech,2026-08-12T02:01:15.593753Z
1.0,STARTUP,Y Combinator Directory,https://aegishealth.us/,Aegis,3,AI Agents to win denied health insurance claims.,Healthcare,2026-08-12T02:01:14.434336Z
1.0,STARTUP,Y Combinator Directory,https://airweave.ai,Airweave,7,The open-source context retrieval layer for agents,B2B,2026-08-12T02:01:14.472870Z
1.0,STARTUP,Y Combinator Directory,https://www.adentris.com,Adentris,4,Real-time AI Compliance for Medical Documentation,Healthcare,2026-08-12T02:01:14.816957Z
1.0,STARTUP,Y Combinator Directory,https://alkali.engineering,Alkali,2,The smarter way to estimate steel.,B2B,2026-08-12T02:01:15.333492Z
1.0,STARTUP,Y Combinator Directory,https://getanana.com,Anana,2,The agentic system of action for hotel groups and management companies,B2B,2026-08-12T02:01:14.451362Z
1.0,STARTUP,Y Combinator Directory,https://attunehq.com,Attune,3,"Faster builds, zero effort.",B2B,2026-08-12T02:01:16.809374Z
1.0,STARTUP,Y Combinator Directory,https://alpharesearch.nyc/,Alpha Research,1,"Open source, agentic knowledge bases for all of humanity's knowledge.",B2B,2026-08-12T02:01:14.650266Z
1.0,STARTUP,Y Combinator Directory,https://almond.bot/,Almond,6,A dual-arm robot built for physical AI.,Industrials,2026-08-12T02:01:14.784660Z
1.0,STARTUP,Y Combinator Directory,https://acolite.ai,Acolite,3,AI Native Commercial Insurance Broker,Fintech,2026-08-12T02:01:14.540431Z
1.0,STARTUP,Y Combinator Directory,https://getauctor.com,Auctor,30,The agentic operating system for modern system integrators.,B2B,2026-08-12T02:01:15.616278Z
1.0,STARTUP,Y Combinator Directory,https://www.avallon.ai/,Avallon Ai,7,AI agents for insurance claims operations,Fintech,2026-08-12T02:01:14.564525Z
1.0,STARTUP,Y Combinator Directory,https://autostep.ai/,Autostep,2,The P&L for knowledge work,B2B,2026-08-12T02:01:14.783661Z
1.0,STARTUP,Y Combinator Directory,https://www.aravolta.com/,Aravolta,4,"Software to monitor, control, and optimize data centers.",B2B,2026-08-12T02:01:14.861575Z
1.0,STARTUP,Y Combinator Directory,https://www.ambral.com/,Ambral,4,AI for account management and customer success,B2B,2026-08-12T02:01:14.671285Z
1.0,STARTUP,Y Combinator Directory,https://assistant-ui.com,Assistant-Ui,3,Open Source React.js Library for AI Chat,B2B,2026-08-12T02:01:15.783206Z
1.0,STARTUP,Y Combinator Directory,https://www.artifact.engineer/,Artifact,3,"An Collaborative, AI-native IDE for Hardware Engineers",B2B,2026-08-12T02:01:14.595339Z
1.0,STARTUP,Y Combinator Directory,https://www.axal.ai/,Axal,3,"Service company that designs, sources, and quality-tests custom PCBs",Industrials,2026-08-12T02:01:14.683071Z
1.0,STARTUP,Y Combinator Directory,https://atlog.ai,Atlog,2,Outbound voice and text AI without a prompt,B2B,2026-08-12T02:01:14.850856Z
1.0,STARTUP,Y Combinator Directory,https://archon.inc,Archon,3,We help software companies sell to government.,Government,2026-08-12T02:01:14.536428Z
1.0,STARTUP,Y Combinator Directory,https://afterquery.com,Afterquery,30,Applied research lab curating data solutions for foundation model…,B2B,2026-08-12T02:01:14.873339Z
1.0,STARTUP,Y Combinator Directory,https://societies.io,Artificial Societies,12,We build networks of AIs to simulate high-value audiences,B2B,2026-08-12T02:01:15.084853Z
1.0,STARTUP,Y Combinator Directory,https://www.agentin.ai,Agentin Ai,2,AI Agents that automate enterprise software processes,B2B,2026-08-12T02:01:14.656426Z
1.0,STARTUP,Y Combinator Directory,https://www.athenahq.ai,Athenahq,12,"Be the Answer in AI Search - AI SEO across SEO, GEO & AEO",B2B,2026-08-12T02:01:14.918072Z
1.0,STARTUP,Y Combinator Directory,https://asteroid.ai,Asteroid,8,"The integration layer for healthcare: EHRs, payer portals & more",B2B,2026-08-12T02:01:15.053214Z
1.0,STARTUP,Y Combinator Directory,https://tryamby.com,Amby Health,2,The health coach that texts you first,Healthcare,2026-08-12T02:01:15.076200Z
1.0,STARTUP,Y Combinator Directory,https://adam.new/,Adam,4,AI Powered CAD,B2B,2026-08-12T02:01:16.338219Z
1.0,STARTUP,Y Combinator Directory,https://a0.dev,A0.Dev,3,We make mobile apps using AI.,B2B,2026-08-12T02:01:15.235040Z
1.0,STARTUP,Y Combinator Directory,https://www.a1zap.com/,A1Zap By A1Base,2,The social network layer for AI apps,B2B,2026-08-12T02:01:15.575681Z
1.0,STARTUP,Y Combinator Directory,https://www.awen.ai/,Awen,6,awen translates intent into exceptional visuals through conversation,B2B,2026-08-12T02:01:14.851853Z
1.0,STARTUP,Y Combinator Directory,https://www.alice.tech/,Alice.Tech,5,AI-driven exam prep,Education,2026-08-12T02:01:15.910035Z
1.0,STARTUP,Y Combinator Directory,https://asha.health,Asha Health,9,We help medical practices become AI-native,Healthcare,2026-08-12T02:01:15.044190Z
1.0,STARTUP,Y Combinator Directory,https://apolink.space,Apolink,7,24/7 satellite connectivity in low Earth orbit,Industrials,2026-08-12T02:01:14.815949Z
1.0,STARTUP,Y Combinator Directory,https://archilabs.ai,Archilabs,2,AI CAD for AEC,Real Estate and Construction,2026-08-12T02:01:14.812176Z
1.0,STARTUP,Y Combinator Directory,https://alexcodes.app,Alex,3,The Cursor for Xcode,B2B,2026-08-12T02:01:16.951244Z
1.0,STARTUP,Y Combinator Directory,https://www.abundant.ai/,Abundant,7,Agent simulation and RL for researchers,B2B,2026-08-12T02:01:14.818959Z
1.0,STARTUP,Y Combinator Directory,https://www.autocomputer.ai/,Autocomputer,2,Desktop RPA with AI computer use,B2B,2026-08-12T02:01:15.065190Z
1.0,STARTUP,Y Combinator Directory,https://attimet.com/,Attimet,3,we predict stuff,Fintech,2026-08-12T02:01:15.597764Z
1.0,STARTUP,Y Combinator Directory,https://afternoon.co,Afternoon.Co,4,"Bookkeeping, compliance and tax for founders",B2B,2026-08-12T02:01:15.370011Z
1.0,STARTUP,Y Combinator Directory,https://www.getavora.ai,Avora,4,Agents for dental operations,Healthcare,2026-08-12T02:01:15.233046Z
1.0,STARTUP,Y Combinator Directory,https://www.arva.ai,Arva Ai,20,"AI Agents to scale AML, KYB and KYC operations",B2B,2026-08-12T02:01:15.121549Z
1.0,STARTUP,Y Combinator Directory,https://affil.ai/,Affil.Ai,4,AI Affiliate Network For Financial Companies,B2B,2026-08-12T02:01:15.339491Z
1.0,STARTUP,Y Combinator Directory,https://www.anglera.com/,Anglera,6,AI-Powered Product Data Enrichment,B2B,2026-08-12T02:01:15.138895Z
1.0,STARTUP,Y Combinator Directory,https://assemblyhoa.com,Assembly Hoa,12,AI-native HOA Management Company,Real Estate and Construction,2026-08-12T02:01:14.886353Z
1.0,STARTUP,Y Combinator Directory,https://www.autarc.energy/global,Autarc,30,autarc is the agentic OS for energy installers.,B2B,2026-08-12T02:01:14.885352Z
1.0,STARTUP,Y Combinator Directory,https://www.argil.ai/,Argil,8,The video generation engine for the creator economy,Consumer,2026-08-12T02:01:15.198974Z
1.0,STARTUP,Y Combinator Directory,https://www.tryandai.com/,&Ai,7,Collaborative workspace for patent litigators,B2B,2026-08-12T02:01:15.426981Z
1.0,STARTUP,Y Combinator Directory,https://www.autumnlabs.io/,Autumn Labs,3,Datadog for industrial robots,Industrials,2026-08-12T02:01:15.247037Z
1.0,STARTUP,Y Combinator Directory,https://anara.com,Anara,5,AI for researchers,B2B,2026-08-12T02:01:15.539587Z
1.0,STARTUP,Y Combinator Directory,https://alunadata.com,Aluna,3,Data for biomedical AI,B2B,2026-08-12T02:01:16.015305Z
1.0,STARTUP,Y Combinator Directory,https://anthrogen.com,Anthrogen,6,We're training the next generation of protein foundation models.,Healthcare,2026-08-12T02:01:15.133901Z
1.0,STARTUP,Y Combinator Directory,https://autopallet.bot,Autopallet Robotics,6,We make robots that move boxes in warehouses,Industrials,2026-08-12T02:01:15.443982Z
1.0,STARTUP,Y Combinator Directory,https://www.aminoanalytica.com,Aminoanalytica,3,The AI scientist for always-on biodefense,Healthcare,2026-08-12T02:01:14.957508Z
1.0,STARTUP,Y Combinator Directory,https://aresindustries.com,Ares Industries,2,Building low-cost cruise missiles,Industrials,2026-08-12T02:01:15.687435Z
1.0,STARTUP,Y Combinator Directory,https://atum.works/,Atum Works,3,Gigascale Nanomanufacturing,Industrials,2026-08-12T02:01:14.942084Z
